doc,utterance,speaker,query,text,exactage,age1994,agerange,gender,nat,birthplace,birthcountry,l1,lingorig,dialect_rep,hab_city,hab_country,hab_dur,dialect_l1,dialect_l2,dialect_l3,dialect_l4,edqual,occupation,socgrade,nssec,l2,fls,in_core,rec_length,rec_date,rec_year,rec_period,n_speakers,list_speakers,rec_loc,relationships,topics,activity,conv_type,conventions,in_sample,transcriber
SCYD,64,S0589,I 've got to V,I 've got to use,40,35_44,40_49,M,British,Edinburgh,Britain,English,England,Standard English,London,UK,11 years,uk,england,unspecified,unspecified,4_graduate,Administrator,E,uncat,,,y,0:16:26,2016-02-24,2016,2016_Q1,2,S0588 S0589,ANON’s home,"Close family, partners, very close friends","Knitting a bean bag, cooking supper, shower curtain, bathroom décor ",Talking whilst cooking evening meal,discussing,Revised,n,T10
SVBG,473,S0035,I 've got to V,I 've got to talk,,Unknown,30_39,F,British,Liverpool,England,English,England,Northern,"Liverpool, Merseyside",England,"4 years, 6 months",uk,england,north,unspecified,5_postgrad,Library Services Officer,B,2,,French -- Beginner; German -- Beginner,n,0:22:22,2012-03-26,2012,2012_Q1,2,S0035 S0132,"University library, Salford",Colleagues,Libraries,Colleagues talking about library issues,Discussing,Original,y,T09
SVBG,557,S0035,I 've got to V,I 've got to reserve,,Unknown,30_39,F,British,Liverpool,England,English,England,Northern,"Liverpool, Merseyside",England,"4 years, 6 months",uk,england,north,unspecified,5_postgrad,Library Services Officer,B,2,,French -- Beginner; German -- Beginner,n,0:22:22,2012-03-26,2012,2012_Q1,2,S0035 S0132,"University library, Salford",Colleagues,Libraries,Colleagues talking about library issues,Discussing,Original,y,T09
SM6J,629,S0506,I 've got to V,I 've got to have,90,60plus,90_99,M,British,"Littlestone, Kent",England,English,England,Southern English,Harrogate,UK,35 years,uk,england,south,unspecified,2_secondary,Civil Servant (Retired),E,8,,,n,0:25:48,2015-10-09,2015,2015_Q4,4,S0428 S0478 S0505 S0506,Cambridge Home,"Close family, partners, very close friends","Trips out, Wimpole Hall, bikes, evening plans, kings and queens, houses, thatched houses, family wedding",Family catch up over a cup of tea,"Discussing, explaining, inquiring, anecdote telling",Revised,y,T18
SMVW,161,S0390,I 've got to V,I 've got to come,76,60plus,70_79,F,British,Kendal,England,British,UK,Northern RP,Near Thirsk,England,12 years,uk,england,north,unspecified,5_postgrad,Retired,E,8,,,y,0:24:34,2015-10-19,2015,2015_Q4,5,S0390 S0391 S0392 S0393 S0398,ANON’s home,"Close family, partners, very close friends","Retail, clearing out, branding, Home, moving house, food, plans, education, technology, planning events, holidays",Jonathan’s Birthday,"Discussing, explaining, inquiring, complaining, advising, requesting, inviting, announcing, anecdote telling, making arrangements, apologizing",Revised,y,T15
SHXJ,719,S0544,I 've got to V,I 've got to make,20,15_24,19_29,M,British,Manila,Philippines,English,England,London,London,UK,14 years 3 months,uk,england,south,london,3_sixthform,student,E,uncat,,,y,0:35:09,2015-12-10,2015,2015_Q4,3,S0542 S0543 S0544,"ANON and ANON's Uni accommodation (house in town), Lancaster.","Close family, partners, very close friends","Household objects/day-to-day purchases, housing and living, photos, work, family, weather, horoscopes and personality traits, gaming, football, money, friends and gossip, ","Friends talking about day-to-day activities/things, telling stories and gossiping whilst watching a friend playing a game.","Discussing, explaining, inquiring, complaining, anecdote telling, telling jokes",Revised,n,T09
SHXJ,969,S0544,I 've got to V,I 've got to clean,20,15_24,19_29,M,British,Manila,Philippines,English,England,London,London,UK,14 years 3 months,uk,england,south,london,3_sixthform,student,E,uncat,,,y,0:35:09,2015-12-10,2015,2015_Q4,3,S0542 S0543 S0544,"ANON and ANON's Uni accommodation (house in town), Lancaster.","Close family, partners, very close friends","Household objects/day-to-day purchases, housing and living, photos, work, family, weather, horoscopes and personality traits, gaming, football, money, friends and gossip, ","Friends talking about day-to-day activities/things, telling stories and gossiping whilst watching a friend playing a game.","Discussing, explaining, inquiring, complaining, anecdote telling, telling jokes",Revised,n,T09
S5PF,1650,S0073,I 've got to V,I 've got to got,,Unknown,30_39,M,British,"Solihull, West Midlands",England,English,England,Midlands,Birmingham,England,22 years,uk,england,midlands,unspecified,5_postgrad,Manager,A,1_2,,Urdu -- Advanced; French -- Beginner,n,1:22:45,2012-03-24,2012,2012_Q1,5,S0018 S0073 S0129 S0146 S0162,"ANON’s home, Birmingham","Close family, partners, very close friends","Music, mobile phone apps, writing, media, food, films, restaurants, sport, money, weather, cars, buying a house, health and illness",A group of friends catching up one evening.,"Discussing, explaining, inquiring, complaining, advising, apologizing",Original,y,T03
S35K,1972,S0262,I 've got to V,I 've got to pay,41,35_44,40_49,F,British,Dorchester,England,English,England,South of England,,England,2 months,uk,england,south,unspecified,5_postgrad,teacher,B,2,,French -- level unspecified; German -- level unspecified,y,1:28:53,2015-03-03,2015,2015_Q1,2,S0262 S0372,At ANON's house in Northern Cyprus,Acquaintances,asking about some experiences in Northern Cyprus,Some new acquaintances having coffee on a Sunday morning.  ,"Discussing, explaining, inquiring, complaining, advising, requesting, inviting, anecdote telling, telling jokes",Revised,y,T10
S35K,2382,S0262,I 've got to V,I 've got to go,41,35_44,40_49,F,British,Dorchester,England,English,England,South of England,,England,2 months,uk,england,south,unspecified,5_postgrad,teacher,B,2,,French -- level unspecified; German -- level unspecified,y,1:28:53,2015-03-03,2015,2015_Q1,2,S0262 S0372,At ANON's house in Northern Cyprus,Acquaintances,asking about some experiences in Northern Cyprus,Some new acquaintances having coffee on a Sunday morning.  ,"Discussing, explaining, inquiring, complaining, advising, requesting, inviting, anecdote telling, telling jokes",Revised,y,T10
S35K,1973,S0372,I 've got to V,I 've got to sit,65,60plus,60_69,M,British,Bushey,UK,English,England,none,Karsiyaka,Cyprus,7 years,unspecified,unspecified,unspecified,unspecified,4_graduate,Retired,E,8,German,French -- Basic; Czech -- Basic,n,1:28:53,2015-03-03,2015,2015_Q1,2,S0262 S0372,At ANON's house in Northern Cyprus,Acquaintances,asking about some experiences in Northern Cyprus,Some new acquaintances having coffee on a Sunday morning.  ,"Discussing, explaining, inquiring, complaining, advising, requesting, inviting, anecdote telling, telling jokes",Revised,y,T10
S7SZ,1199,S0262,I 've got to V,I 've got to chill,41,35_44,40_49,F,British,Dorchester,England,English,England,South of England,,England,2 months,uk,england,south,unspecified,5_postgrad,teacher,B,2,,French -- level unspecified; German -- level unspecified,y,1:26:00,2014-10-14,2014,2014_Q4,2,S0262 S0300,"At ANON's home in Harston, Cambridgeshire. ",Acquaintances,"Hospital appointments and medical procedures, death in family, funeral arrangements, dealing with death and grief, family members expressing emotions in the nuclear family, family relationships, family members’ and friends’ body weight and image; diets; nutrition. ",Two acquaintances having a cup of coffee. ,"Discussing, explaining, inquiring, complaining, anecdote telling",Revised,n,T09
S7SZ,94,S0300,I 've got to V,I 've got to wait,45,45_59,40_49,F,British,Cambridge,England,English,England,Cambridgeshire,,England,,uk,england,south,eastern_engl,3_sixthform,cleaner,D,7,,,n,1:26:00,2014-10-14,2014,2014_Q4,2,S0262 S0300,"At ANON's home in Harston, Cambridgeshire. ",Acquaintances,"Hospital appointments and medical procedures, death in family, funeral arrangements, dealing with death and grief, family members expressing emotions in the nuclear family, family relationships, family members’ and friends’ body weight and image; diets; nutrition. ",Two acquaintances having a cup of coffee. ,"Discussing, explaining, inquiring, complaining, anecdote telling",Revised,n,T09
S7SZ,114,S0300,I 've got to V,I 've got to wait,45,45_59,40_49,F,British,Cambridge,England,English,England,Cambridgeshire,,England,,uk,england,south,eastern_engl,3_sixthform,cleaner,D,7,,,n,1:26:00,2014-10-14,2014,2014_Q4,2,S0262 S0300,"At ANON's home in Harston, Cambridgeshire. ",Acquaintances,"Hospital appointments and medical procedures, death in family, funeral arrangements, dealing with death and grief, family members expressing emotions in the nuclear family, family relationships, family members’ and friends’ body weight and image; diets; nutrition. ",Two acquaintances having a cup of coffee. ,"Discussing, explaining, inquiring, complaining, anecdote telling",Revised,n,T09
S7SZ,732,S0300,I 've got to V,I 've got to do,45,45_59,40_49,F,British,Cambridge,England,English,England,Cambridgeshire,,England,,uk,england,south,eastern_engl,3_sixthform,cleaner,D,7,,,n,1:26:00,2014-10-14,2014,2014_Q4,2,S0262 S0300,"At ANON's home in Harston, Cambridgeshire. ",Acquaintances,"Hospital appointments and medical procedures, death in family, funeral arrangements, dealing with death and grief, family members expressing emotions in the nuclear family, family relationships, family members’ and friends’ body weight and image; diets; nutrition. ",Two acquaintances having a cup of coffee. ,"Discussing, explaining, inquiring, complaining, anecdote telling",Revised,n,T09
S7SZ,1534,S0300,I 've got to V,I 've got to get,45,45_59,40_49,F,British,Cambridge,England,English,England,Cambridgeshire,,England,,uk,england,south,eastern_engl,3_sixthform,cleaner,D,7,,,n,1:26:00,2014-10-14,2014,2014_Q4,2,S0262 S0300,"At ANON's home in Harston, Cambridgeshire. ",Acquaintances,"Hospital appointments and medical procedures, death in family, funeral arrangements, dealing with death and grief, family members expressing emotions in the nuclear family, family relationships, family members’ and friends’ body weight and image; diets; nutrition. ",Two acquaintances having a cup of coffee. ,"Discussing, explaining, inquiring, complaining, anecdote telling",Revised,n,T09
S6HP,790,S0262,I 've got to V,I 've got to do,41,35_44,40_49,F,British,Dorchester,England,English,England,South of England,,England,2 months,uk,england,south,unspecified,5_postgrad,teacher,B,2,,French -- level unspecified; German -- level unspecified,y,1:51:00,2014-10-23,2014,2014_Q4,2,S0262 S0303,"At ANON’s home in Brixton, London.","Close family, partners, very close friends",Family members and their lives.  Telling a story involving family members.,Two very close friends discussing their family members and their lives.,"Discussing, explaining, inquiring, complaining, anecdote telling, telling jokes",Revised,y,T10
SFG3,889,S0262,I 've got to V,I 've got to say,41,35_44,40_49,F,British,Dorchester,England,English,England,South of England,,England,2 months,uk,england,south,unspecified,5_postgrad,teacher,B,2,,French -- level unspecified; German -- level unspecified,y,1:37:00,2014-11-03,2014,2014_Q4,2,S0262 S0334,Café in Cambridge,"Friends, wider family circle","Catching up with an old friend, IVF, single parenthood, how people use social media, the benefits of yoga, writing a book, change of career and lifestyle, social media",Dinner with an old friend,"Discussing, explaining, inquiring, complaining, anecdote telling",Revised,y,T15
SFG3,1506,S0334,I 've got to V,I 've got to try,40,35_44,40_49,F,British,England,England,English,England,None indicated,Cambridge,England,3,unspecified,unspecified,unspecified,unspecified,4_graduate,Social Worker,B,2,Spanish,,n,1:37:00,2014-11-03,2014,2014_Q4,2,S0262 S0334,Café in Cambridge,"Friends, wider family circle","Catching up with an old friend, IVF, single parenthood, how people use social media, the benefits of yoga, writing a book, change of career and lifestyle, social media",Dinner with an old friend,"Discussing, explaining, inquiring, complaining, anecdote telling",Revised,y,T15
SZAP,617,S0262,I 've got to V,I 've got to make,41,35_44,40_49,F,British,Dorchester,England,English,England,South of England,,England,2 months,uk,england,south,unspecified,5_postgrad,teacher,B,2,,French -- level unspecified; German -- level unspecified,y,1:03:42,2014-08-30,2014,2014_Q3,2,S0261 S0262,In a park in Australia,"Close family, partners, very close friends","ideas for a small online business, social media technologies, higher education and university students, friends’ involvement in the business. ",A couple discussing ideas to set up a small online business. ,"Discussing, explaining, inquiring, advising, inviting, anecdote telling, making arrangements",Revised,y,T10
SVNL,711,S0019,I 've got to V,I 've got to fit,,60plus,60_69,F,British,Birmingham,England,English,England,Midlands,Birmingham,England,35 years,uk,england,midlands,unspecified,3_sixthform,Court usher,D,6,,French -- Beginner,n,1:31:13,2012-03-12,2012,2012_Q1,2,S0018 S0019,"ANON’s home, Birmingham","Close family, partners, very close friends","Making plans, sport, driving, weather, money, family, law, work, pets, books",Mother and daughter talking over coffee.,"Discussing, explaining, inquiring, complaining, advising, making arangements, apologizing ",Original,y,T11
SV2N,318,S0019,I 've got to V,I 've got to do,,60plus,60_69,F,British,Birmingham,England,English,England,Midlands,Birmingham,England,35 years,uk,england,midlands,unspecified,3_sixthform,Court usher,D,6,,French -- Beginner,n,1:00:56,2012-03-21,2012,2012_Q1,2,S0018 S0019,"ANON’s home, Birmingham","Close family, partners, very close friends","Food and drink, neighbours, work, money, crime, mobile phones",Mother and daughter having tea together.,"Discussing, explaining, inquiring, complaining",Original,y,T11
SJDM,533,S0019,I 've got to V,I 've got to do,,60plus,60_69,F,British,Birmingham,England,English,England,Midlands,Birmingham,England,35 years,uk,england,midlands,unspecified,3_sixthform,Court usher,D,6,,French -- Beginner,n,1:00:31,2012-03-05,2012,2012_Q1,3,S0017 S0018 S0019,"ANON and ANON’s home, Birmingham","Close family, partners, very close friends","Learning how to drive, car insurance, holidays, plans for the week, family","Parents and daughter talking about driving, holidays, plans for the week and family.","Discussing, explaining, advising, anecdote telling",Original,y,T09
SJDM,533,S0019,I 've got to V,I 've got to get,,60plus,60_69,F,British,Birmingham,England,English,England,Midlands,Birmingham,England,35 years,uk,england,midlands,unspecified,3_sixthform,Court usher,D,6,,French -- Beginner,n,1:00:31,2012-03-05,2012,2012_Q1,3,S0017 S0018 S0019,"ANON and ANON’s home, Birmingham","Close family, partners, very close friends","Learning how to drive, car insurance, holidays, plans for the week, family","Parents and daughter talking about driving, holidays, plans for the week and family.","Discussing, explaining, advising, anecdote telling",Original,y,T09
SJDM,537,S0019,I 've got to V,I 've got to find,,60plus,60_69,F,British,Birmingham,England,English,England,Midlands,Birmingham,England,35 years,uk,england,midlands,unspecified,3_sixthform,Court usher,D,6,,French -- Beginner,n,1:00:31,2012-03-05,2012,2012_Q1,3,S0017 S0018 S0019,"ANON and ANON’s home, Birmingham","Close family, partners, very close friends","Learning how to drive, car insurance, holidays, plans for the week, family","Parents and daughter talking about driving, holidays, plans for the week and family.","Discussing, explaining, advising, anecdote telling",Original,y,T09
S2LC,9,S0421,I 've got to V,I 've got to do,18,15_24,11_18,F,English,London,England,English,England,Lancashire,Lytham St Annes,England,6 years,uk,england,north,northwest,3_sixthform,Student,E,uncat,Hungarian,,y,0:57:57,2015-07-06,2015,2015_Q3,2,S0421 S0423,A car journey from Manchester to Cornwall (going on holiday),"Close family, partners, very close friends","English language (school subject), university and courses, philosophy, service stations, directions, plans for later, counties and spellings and pronunciation, English language (general and change), spelling, etymology/ words, lightning and storms, organ donations, squeamishness, quinoa, bike race, farmer’s market, pigs.",Father and daughter converse on journey to Cornwall (summer holiday),"Discussing, explaining, anecdote telling making arrangements",Revised,y,T10
SRU7,653,S0613,I 've got to V,I 've got to go,54,45_59,50_59,F,British,"Isleworth, Midd'x",England,English,England,home counties/RP,Landry,France,13 years,uk,england,unspecified,unspecified,4_graduate,Writer,B,2,,,n,1:00:29,2016-01-27,2016,2016_Q1,3,S0588 S0589 S0613,(ANON’s home):,"Close family, partners, very close friends","Exercising, house prices, cooking",Chat with sister. ,"Discussing, explaining",Revised,n,T10
S7PM,114,S0613,I 've got to V,I 've got to go,54,45_59,50_59,F,British,"Isleworth, Midd'x",England,English,England,home counties/RP,Landry,France,13 years,uk,england,unspecified,unspecified,4_graduate,Writer,B,2,,,n,1:00:25,2016-02-10,2016,2016_Q1,3,S0588 S0589 S0613,ANON’s home,"Close family, partners, very close friends","Cancer, the medical profession, being a parent, parents’ values, money, elderly mother in care home, selling elderly mother’s flat",Sisters talking whilst having a cup of tea in dining room,"Discussing, complaining",Revised,n,T10
S7PM,1105,S0613,I 've got to V,I 've got to be,54,45_59,50_59,F,British,"Isleworth, Midd'x",England,English,England,home counties/RP,Landry,France,13 years,uk,england,unspecified,unspecified,4_graduate,Writer,B,2,,,n,1:00:25,2016-02-10,2016,2016_Q1,3,S0588 S0589 S0613,ANON’s home,"Close family, partners, very close friends","Cancer, the medical profession, being a parent, parents’ values, money, elderly mother in care home, selling elderly mother’s flat",Sisters talking whilst having a cup of tea in dining room,"Discussing, complaining",Revised,n,T10
S7PM,1109,S0613,I 've got to V,I 've got to stay,54,45_59,50_59,F,British,"Isleworth, Midd'x",England,English,England,home counties/RP,Landry,France,13 years,uk,england,unspecified,unspecified,4_graduate,Writer,B,2,,,n,1:00:25,2016-02-10,2016,2016_Q1,3,S0588 S0589 S0613,ANON’s home,"Close family, partners, very close friends","Cancer, the medical profession, being a parent, parents’ values, money, elderly mother in care home, selling elderly mother’s flat",Sisters talking whilst having a cup of tea in dining room,"Discussing, complaining",Revised,n,T10
S575,533,S0017,I 've got to V,I 've got to start,,60plus,70_79,M,British,"Woburn, Buckinghamshire",England,English,England,Midlands,Birmingham,England,35 years,uk,england,midlands,unspecified,3_sixthform,Accountant,C1,3,,French -- Beginner; German -- Beginner,n,0:58:25,2012-03-16,2012,2012_Q1,3,S0017 S0018 S0019,"ANON’s home, Birmingham","Close family, partners, very close friends","Wildlife, justice system/police, supermarket prices, money/banking, climate/weather, mobile phone providers, pets, customer service, complaints, health, making plans, family",Family catching up and chatting about money.,"Discussing, explaining, complaining, advising, making arrangements",Original,y,T11
S575,543,S0017,I 've got to V,I 've got to keep,,60plus,70_79,M,British,"Woburn, Buckinghamshire",England,English,England,Midlands,Birmingham,England,35 years,uk,england,midlands,unspecified,3_sixthform,Accountant,C1,3,,French -- Beginner; German -- Beginner,n,0:58:25,2012-03-16,2012,2012_Q1,3,S0017 S0018 S0019,"ANON’s home, Birmingham","Close family, partners, very close friends","Wildlife, justice system/police, supermarket prices, money/banking, climate/weather, mobile phone providers, pets, customer service, complaints, health, making plans, family",Family catching up and chatting about money.,"Discussing, explaining, complaining, advising, making arrangements",Original,y,T11
SVKH,1023,S0227,I 've got to V,I 've got to block,54,45_59,50_59,M,British,"Crayford, Kent",England,English,England,None indicated,,England,9,unspecified,unspecified,unspecified,unspecified,3_sixthform,customer services agent,C1,3,,French -- intermediate; Spanish -- intermediate,y,2:25:51,2014-09-27,2014,2014_Q3,3,S0190 S0192 S0227,In my father's house in Northamptonshire,"Close family, partners, very close friends","Recordings, breakfast, gardening, the weather, South Korea, Scottish independence, Winston Churchill, New Zealand, friends, university, work, English literature, smoking, showering, garden berries, technology, Chinese chess, TV series, bookmarks, Chinese chess rules, lunch, cooking, beans, dentist, contraception, morning schedule, university, family, tuition fees, deportation, linguistics, animal communication, ",A few games of Chinese chess with my dad,"Discussing, explaining, inquiring, complaining, anecdote telling",Revised,n,T10
SW6A,630,S0227,I 've got to V,I 've got to phone,54,45_59,50_59,M,British,"Crayford, Kent",England,English,England,None indicated,,England,9,unspecified,unspecified,unspecified,unspecified,3_sixthform,customer services agent,C1,3,,French -- intermediate; Spanish -- intermediate,y,1:53:02,2014-09-26,2014,2014_Q3,3,S0190 S0192 S0227,In father's car between Bedford and Northamptonshire,"Close family, partners, very close friends","Greetings, the children's home, recordings, ex-husbands, friends, my brother, university, heating, truth and lies, cheating, smoking, master's degrees, modules, plagiarism, plants, curry, birthday cards, cats, train journeys, ANON's family, dentures, swimming, snacks, weather, cooking, satellite navigation, Brighton, linguistics course, mature students, cycling, Christmas, laptops, pidgins & creoles, teaching, Christmas day arrangements, my brother's girlfriend, assessment, work, travel, childhoods, international universities, Ann's children, moving house, money, mortgages & rent, homeless people, South Korea   ",Returning home for my father's 55th birthday,"Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements",Revised,n,T02
SW6A,708,S0227,I 've got to V,I 've got to remember,54,45_59,50_59,M,British,"Crayford, Kent",England,English,England,None indicated,,England,9,unspecified,unspecified,unspecified,unspecified,3_sixthform,customer services agent,C1,3,,French -- intermediate; Spanish -- intermediate,y,1:53:02,2014-09-26,2014,2014_Q3,3,S0190 S0192 S0227,In father's car between Bedford and Northamptonshire,"Close family, partners, very close friends","Greetings, the children's home, recordings, ex-husbands, friends, my brother, university, heating, truth and lies, cheating, smoking, master's degrees, modules, plagiarism, plants, curry, birthday cards, cats, train journeys, ANON's family, dentures, swimming, snacks, weather, cooking, satellite navigation, Brighton, linguistics course, mature students, cycling, Christmas, laptops, pidgins & creoles, teaching, Christmas day arrangements, my brother's girlfriend, assessment, work, travel, childhoods, international universities, Ann's children, moving house, money, mortgages & rent, homeless people, South Korea   ",Returning home for my father's 55th birthday,"Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements",Revised,n,T02
SGGE,364,S0230,I 've got to V,I 've got to send,57,45_59,50_59,F,British,"Harlow, Essex",England,English,England,Southern,,England,40,uk,england,south,unspecified,3_sixthform,care assistant,D,6,,,y,0:44:09,2014-08-29,2014,2014_Q3,3,S0198 S0229 S0230,In ANON's Aunt's house in Dorset,"Close family, partners, very close friends","Houses, locations, cats, decor, smoking, computers, birthdays, pets, entertainment, sending messages, touch phones, going out, tea, cooking equipment, animals, seating arrangements, decorating, jobs, tuition, bachelor's degrees, university, care homes, ",ANON's parents in Dorset,"Discussing, explaining, inquiring, complaining, anecdote telling, making arrangements",Revised,n,T10
S9RV,146,S0309,I 've got to V,I 've got to keep,76,60plus,70_79,M,British,Birmingham,England,English,England,neutral,Dursley,England,50,unspecified,unspecified,unspecified,unspecified,5_postgrad,Retired dental surgeon,E,8,,,n,0:24:42,2014-10-14,2014,2014_Q4,4,S0266 S0268 S0308 S0309,ANON's home,"Friends, wider family circle",Anecdote - being arrested when attempting to sail a boat from Jeddah to Cyprus. Teaching in Saudi Arabia and life there; alcohol in various countries; another sailing anecdote (Involving dental magazines),Friends talking over a glass of wine,"Discussing, explaining, inquiring, anecdote telling",Revised,y,T18
S9RV,294,S0309,I 've got to V,I 've got to go,76,60plus,70_79,M,British,Birmingham,England,English,England,neutral,Dursley,England,50,unspecified,unspecified,unspecified,unspecified,5_postgrad,Retired dental surgeon,E,8,,,n,0:24:42,2014-10-14,2014,2014_Q4,4,S0266 S0268 S0308 S0309,ANON's home,"Friends, wider family circle",Anecdote - being arrested when attempting to sail a boat from Jeddah to Cyprus. Teaching in Saudi Arabia and life there; alcohol in various countries; another sailing anecdote (Involving dental magazines),Friends talking over a glass of wine,"Discussing, explaining, inquiring, anecdote telling",Revised,y,T18
S9RV,426,S0309,I 've got to V,I 've got to catch,76,60plus,70_79,M,British,Birmingham,England,English,England,neutral,Dursley,England,50,unspecified,unspecified,unspecified,unspecified,5_postgrad,Retired dental surgeon,E,8,,,n,0:24:42,2014-10-14,2014,2014_Q4,4,S0266 S0268 S0308 S0309,ANON's home,"Friends, wider family circle",Anecdote - being arrested when attempting to sail a boat from Jeddah to Cyprus. Teaching in Saudi Arabia and life there; alcohol in various countries; another sailing anecdote (Involving dental magazines),Friends talking over a glass of wine,"Discussing, explaining, inquiring, anecdote telling",Revised,y,T18
S63L,699,S0261,I 've got to V,I 've got to create,41,35_44,40_49,M,British/New Zealand,Wellington,New Zealand,English,England/NZ,Kiwi English,,England,3 months,non_uk,non_uk,non_uk,non_uk,4_graduate,Entrepreneur,A,1_2,,,n,1:02:07,2014-08-29,2014,2014_Q3,2,S0261 S0262,House-sitting in Australia,"Close family, partners, very close friends","Changing careers, and personal life goals and interests. ",A couple talking about future plans for a career change and how to set up a small business. ,"Discussing, explaining, inquiring, advising, requesting, making arrangements",Revised,n,T02
SA4W,207,S0261,I 've got to V,I 've got to work,41,35_44,40_49,M,British/New Zealand,Wellington,New Zealand,English,England/NZ,Kiwi English,,England,3 months,non_uk,non_uk,non_uk,non_uk,4_graduate,Entrepreneur,A,1_2,,,n,0:32:51,2014-08-28,2014,2014_Q3,2,S0261 S0262,House-sitting in Australia,"Close family, partners, very close friends","Starting a joint business, travelling and doing business in foreign countries. ",A couple at home talking about setting up a joint business together. ,"Discussing, explaining, inquiring, requesting, making arrangements",Revised,n,T02
S7ZG,388,S0261,I 've got to V,I 've got to be,41,35_44,40_49,M,British/New Zealand,Wellington,New Zealand,English,England/NZ,Kiwi English,,England,3 months,non_uk,non_uk,non_uk,non_uk,4_graduate,Entrepreneur,A,1_2,,,n,0:50:36,2014-08-29,2014,2014_Q3,2,S0261 S0262,House-sitting in Australia,"Close family, partners, very close friends","Setting personal goals, career professional development, discussing joining up with friends, and family planning. ",A couple talking about making life arrangements. ,"Discussing, explaining, inquiring, advising, requesting, making arrangements",Revised,n,T02
S7ZG,388,S0261,I 've got to V,I 've got to turn,41,35_44,40_49,M,British/New Zealand,Wellington,New Zealand,English,England/NZ,Kiwi English,,England,3 months,non_uk,non_uk,non_uk,non_uk,4_graduate,Entrepreneur,A,1_2,,,n,0:50:36,2014-08-29,2014,2014_Q3,2,S0261 S0262,House-sitting in Australia,"Close family, partners, very close friends","Setting personal goals, career professional development, discussing joining up with friends, and family planning. ",A couple talking about making life arrangements. ,"Discussing, explaining, inquiring, advising, requesting, making arrangements",Revised,n,T02
SJNJ,103,S0142,I 've got to V,I 've got to be,,60plus,60_69,M,British,London,England,English,England,London,"Norwich, Norfolk",England,10 years,uk,england,south,london,2_secondary,Mechanic,C2,5,,,n,1:09:58,2012-03-09,2012,2012_Q1,4,S0024 S0142 S0143 S0144,"ANON's home, Norfolk","Close family, partners, very close friends","Pubs, politics, economics, law, memory, discipline ",Family have discussions after dinner.,"Discussing, explaining, complaining, anecdote telling",Original,y,T03
SJNJ,682,S0142,I 've got to V,I 've got to pay,,60plus,60_69,M,British,London,England,English,England,London,"Norwich, Norfolk",England,10 years,uk,england,south,london,2_secondary,Mechanic,C2,5,,,n,1:09:58,2012-03-09,2012,2012_Q1,4,S0024 S0142 S0143 S0144,"ANON's home, Norfolk","Close family, partners, very close friends","Pubs, politics, economics, law, memory, discipline ",Family have discussions after dinner.,"Discussing, explaining, complaining, anecdote telling",Original,y,T03
SJNJ,1383,S0142,I 've got to V,I 've got to get,,60plus,60_69,M,British,London,England,English,England,London,"Norwich, Norfolk",England,10 years,uk,england,south,london,2_secondary,Mechanic,C2,5,,,n,1:09:58,2012-03-09,2012,2012_Q1,4,S0024 S0142 S0143 S0144,"ANON's home, Norfolk","Close family, partners, very close friends","Pubs, politics, economics, law, memory, discipline ",Family have discussions after dinner.,"Discussing, explaining, complaining, anecdote telling",Original,y,T03
S2YK,293,S0671,I 've got to V,I 've got to like,21,15_24,19_29,M,British,Nottingham,England,English,England,RP/ English,Cardiff,Wales,18 months,uk,england,unspecified,unspecified,4_graduate,Student,E,uncat,,french -- conversational; German -- conversational,y,0:38:49,2016-06-06,2016,2016_Q2,2,S0671 S0674,"Dining room, Family home, Devon","Friends, wider family circle","Music; bands, drumming, live and albums, Mutual friends, Internships, Plans ",Friends catching up with chat about music and life. ,"Discussing, inquiring",Revised,n,T09
S2YK,581,S0674,I 've got to V,I 've got to do,19,15_24,19_29,M,British,Exeter,England,English,England,None indicated,Cullompton,England,19 years,unspecified,unspecified,unspecified,unspecified,3_sixthform,Chef,C2,5,,,y,0:38:49,2016-06-06,2016,2016_Q2,2,S0671 S0674,"Dining room, Family home, Devon","Friends, wider family circle","Music; bands, drumming, live and albums, Mutual friends, Internships, Plans ",Friends catching up with chat about music and life. ,"Discussing, inquiring",Revised,n,T09
S6R4,179,S0092,I 've got to V,I 've got to do,,45_59,50_59,M,British,Birmingham,England,English,England,Midlands,Birmingham,England,50 years,uk,england,midlands,unspecified,5_postgrad,Retired teacher,E,8,,Norwegian -- Intermediate; French -- Beginner,n,1:04:27,2012-03-11,2012,2012_Q1,2,S0018 S0092,"ANON’s home, Birmingham",Acquaintances,"Education, family, hobbies, work, crime, health, politics",Neighbours having a chat over a cup of tea.,"Discussing, explaining, inquiring, complaining, advising, inviting, anecdote telling, telling jokes",Original,y,T09
S6R4,677,S0092,I 've got to V,I 've got to play,,45_59,50_59,M,British,Birmingham,England,English,England,Midlands,Birmingham,England,50 years,uk,england,midlands,unspecified,5_postgrad,Retired teacher,E,8,,Norwegian -- Intermediate; French -- Beginner,n,1:04:27,2012-03-11,2012,2012_Q1,2,S0018 S0092,"ANON’s home, Birmingham",Acquaintances,"Education, family, hobbies, work, crime, health, politics",Neighbours having a chat over a cup of tea.,"Discussing, explaining, inquiring, complaining, advising, inviting, anecdote telling, telling jokes",Original,y,T09
